,0
12515,"Franklin, Benjamin|Associated Screen News Limited"
12516,"Franklin, Benjamin|Associated Screen News Limited"
12517,"Franklin, Benjamin|Associated Screen News Limited"
12518,"Franklin, Benjamin|Associated Screen News Limited"
12519,"Franklin, Benjamin|Associated Screen News Limited"
12520,"Franklin, Benjamin|Associated Screen News Limited"
12521,"Franklin, Benjamin|Associated Screen News Limited"
12522,"Franklin, Benjamin|Associated Screen News Limited"
12523,"Franklin, Benjamin|Associated Screen News Limited"
12524,"Franklin, Benjamin|Associated Screen News Limited"
12525,"Franklin, Benjamin|Associated Screen News Limited"
12526,"Franklin, Benjamin|Associated Screen News Limited"
12527,"Franklin, Benjamin|Associated Screen News Limited"
12528,"Franklin, Benjamin|Associated Screen News Limited"
12529,Associated Screen News Limited
12530,"Franklin, Benjamin|Associated Screen News Limited"
12531,"Franklin, Benjamin|Associated Screen News Limited"
12532,"Franklin, Benjamin|Associated Screen News Limited"
12533,"Franklin, Benjamin|Associated Screen News Limited"
12534,Associated Screen News Limited
12535,"Associated Screen News Limited|Franklin, Benjamin"
12536,"Associated Screen News Limited|Franklin, Benjamin"
12537,"Franklin, Benjamin|Associated Screen News Limited"
12538,"Franklin, Benjamin|Associated Screen News Limited"
12539,"Franklin, Benjamin|Associated Screen News Limited"
12540,"Franklin, Benjamin|Associated Screen News Limited"
12541,"Franklin, Benjamin|Associated Screen News Limited"
12542,"Franklin, Benjamin|Associated Screen News Limited"
12543,"Franklin, Benjamin|Associated Screen News Limited"
12544,Associated Screen News Limited
12545,"Franklin, Benjamin|Associated Screen News Limited"
12546,"Franklin, Benjamin|Associated Screen News Limited"
12547,"Franklin, Benjamin|Associated Screen News Limited"
12548,"Franklin, Benjamin|Associated Screen News Limited"
12549,"Franklin, Benjamin|Associated Screen News Limited"
12550,"Franklin, Benjamin|Associated Screen News Limited"
12551,"Franklin, Benjamin|Associated Screen News Limited"
12552,"Franklin, Benjamin|Associated Screen News Limited"
12553,"Franklin, Benjamin|Associated Screen News Limited"
12554,"Franklin, Benjamin|Associated Screen News Limited"
12555,"Franklin, Benjamin|Associated Screen News Limited"
12556,"Franklin, Benjamin|Associated Screen News Limited"
12560,"Franklin, Benjamin|Associated Screen News Limited"
12561,"Franklin, Benjamin|Associated Screen News Limited"
12562,"Franklin, Benjamin|Associated Screen News Limited"
12563,"Franklin, Benjamin|Associated Screen News Limited"
12564,"Franklin, Benjamin|Associated Screen News Limited"
12565,"Franklin, Benjamin|Associated Screen News Limited"
12566,"Franklin, Benjamin|Associated Screen News Limited"
12567,"Franklin, Benjamin|Associated Screen News Limited"
12568,"Franklin, Benjamin|Associated Screen News Limited"
12569,"Franklin, Benjamin|Associated Screen News Limited"
12570,"Franklin, Benjamin|Associated Screen News Limited"
12571,"Franklin, Benjamin|Associated Screen News Limited"
12572,"Franklin, Benjamin|Associated Screen News Limited"
12573,"Franklin, Benjamin|Associated Screen News Limited"
12574,"Franklin, Benjamin|Associated Screen News Limited"
12575,"Franklin, Benjamin|Associated Screen News Limited"
12576,"Franklin, Benjamin|Associated Screen News Limited"
12577,"Franklin, Benjamin|Associated Screen News Limited"
12578,"Franklin, Benjamin|Associated Screen News Limited"
12579,"Franklin, Benjamin|Associated Screen News Limited"
12580,"Franklin, Benjamin|Associated Screen News Limited"
12581,"Franklin, Benjamin|Associated Screen News Limited"
12582,"Franklin, Benjamin|Associated Screen News Limited"
12583,"Franklin, Benjamin|Associated Screen News Limited"
12584,"Franklin, Benjamin|Associated Screen News Limited"
12585,"Franklin, Benjamin|Associated Screen News Limited"
12586,"Franklin, Benjamin|Associated Screen News Limited"
12587,"Franklin, Benjamin|Associated Screen News Limited"
12588,"Franklin, Benjamin|Associated Screen News Limited"
12589,"Franklin, Benjamin|Associated Screen News Limited"
12590,"Franklin, Benjamin|Associated Screen News Limited"
12591,"Franklin, Benjamin|Associated Screen News Limited"
12592,"Franklin, Benjamin|Associated Screen News Limited"
12593,"Franklin, Benjamin|Associated Screen News Limited"
12594,"Franklin, Benjamin|Associated Screen News Limited"
12595,"Franklin, Benjamin|Associated Screen News Limited"
12596,"Franklin, Benjamin|Associated Screen News Limited"
12597,"Franklin, Benjamin|Associated Screen News Limited"
12598,"Franklin, Benjamin|Associated Screen News Limited"
12599,"Franklin, Benjamin|Associated Screen News Limited"
12600,"Franklin, Benjamin|Associated Screen News Limited"
12601,"Franklin, Benjamin|Associated Screen News Limited"
12602,"Franklin, Benjamin|Associated Screen News Limited"
12603,"Franklin, Benjamin|Associated Screen News Limited"
12604,"Franklin, Benjamin|Associated Screen News Limited"
12605,"Franklin, Benjamin|Associated Screen News Limited"
12606,"Franklin, Benjamin|Associated Screen News Limited"
12607,"Franklin, Benjamin|Associated Screen News Limited"
12608,"Franklin, Benjamin|Associated Screen News Limited"
12609,"Franklin, Benjamin|Associated Screen News Limited"
12610,"Franklin, Benjamin|Associated Screen News Limited"
12611,"Franklin, Benjamin|Associated Screen News Limited"
12612,"Franklin, Benjamin|Associated Screen News Limited"
12613,"Franklin, Benjamin|Associated Screen News Limited"
12614,"Franklin, Benjamin|Associated Screen News Limited"
12615,"Franklin, Benjamin|Associated Screen News Limited"
12616,"Franklin, Benjamin|Associated Screen News Limited"
12617,"Franklin, Benjamin|Associated Screen News Limited"
12618,"Franklin, Benjamin|Associated Screen News Limited"
12619,"Franklin, Benjamin|Associated Screen News Limited"
12620,"Franklin, Benjamin|Associated Screen News Limited"
12621,"Franklin, Benjamin|Associated Screen News Limited"
12622,"Franklin, Benjamin|Associated Screen News Limited"
12623,"Franklin, Benjamin|Associated Screen News Limited"
12624,"Franklin, Benjamin|Associated Screen News Limited"
12625,"Franklin, Benjamin|Associated Screen News Limited"
12626,"Franklin, Benjamin|Associated Screen News Limited"
12627,"Franklin, Benjamin|Associated Screen News Limited"
12628,"Franklin, Benjamin|Associated Screen News Limited"
12629,"Franklin, Benjamin|Associated Screen News Limited"
12630,"Franklin, Benjamin|Associated Screen News Limited"
12631,"Franklin, Benjamin|Associated Screen News Limited"
12632,"Franklin, Benjamin|Associated Screen News Limited"
12633,"Franklin, Benjamin|Associated Screen News Limited"
12634,"Franklin, Benjamin|Associated Screen News Limited"
12635,"Associated Screen News Limited|Franklin, Benjamin"
12636,"Franklin, Benjamin|Associated Screen News Limited"
12641,"Franklin, Benjamin|Associated Screen News Limited"
12642,"Franklin, Benjamin|Associated Screen News Limited"
12643,"Franklin, Benjamin|Associated Screen News Limited"
12644,"Franklin, Benjamin|Associated Screen News Limited"
12645,"Franklin, Benjamin|Associated Screen News Limited"
12646,"Franklin, Benjamin|Associated Screen News Limited"
12647,"Franklin, Benjamin|Associated Screen News Limited"
12648,"Franklin, Benjamin|Associated Screen News Limited"
12649,"Franklin, Benjamin|Associated Screen News Limited"
12650,"Franklin, Benjamin|Associated Screen News Limited"
12651,"Franklin, Benjamin|Associated Screen News Limited"
12652,"Franklin, Benjamin|Associated Screen News Limited"
12653,"Franklin, Benjamin|Associated Screen News Limited"
12654,"Franklin, Benjamin|Associated Screen News Limited"
12655,"Franklin, Benjamin|Associated Screen News Limited"
12656,"Franklin, Benjamin|Associated Screen News Limited"
12657,"Franklin, Benjamin|Associated Screen News Limited"
12658,"Franklin, Benjamin|Associated Screen News Limited"
12659,"Franklin, Benjamin|Associated Screen News Limited"
12660,"Franklin, Benjamin|Associated Screen News Limited"
12661,"Franklin, Benjamin|Associated Screen News Limited"
12662,"Franklin, Benjamin|Associated Screen News Limited"
12663,"Franklin, Benjamin|Associated Screen News Limited"
12664,"Franklin, Benjamin|Associated Screen News Limited"
12665,"Franklin, Benjamin|Associated Screen News Limited"
12666,"Franklin, Benjamin|Associated Screen News Limited"
12667,"Franklin, Benjamin|Associated Screen News Limited"
12668,"Franklin, Benjamin|Associated Screen News Limited"
12669,"Franklin, Benjamin|Associated Screen News Limited"
12670,"Franklin, Benjamin|Associated Screen News Limited"
12671,"Franklin, Benjamin|Associated Screen News Limited"
12672,"Franklin, Benjamin|Associated Screen News Limited"
12673,"Franklin, Benjamin|Associated Screen News Limited"
12674,"Franklin, Benjamin|Associated Screen News Limited"
12675,"Franklin, Benjamin|Associated Screen News Limited"
12676,"Franklin, Benjamin|Associated Screen News Limited"
12677,"Franklin, Benjamin|Associated Screen News Limited"
12678,"Franklin, Benjamin|Associated Screen News Limited"
12679,"Franklin, Benjamin|Associated Screen News Limited"
12680,"Franklin, Benjamin|Associated Screen News Limited"
12681,"Franklin, Benjamin|Associated Screen News Limited"
12682,"Franklin, Benjamin|Associated Screen News Limited"
12683,"Franklin, Benjamin|Associated Screen News Limited"
12684,Associated Screen News Limited
12685,"Franklin, Benjamin|Associated Screen News Limited"
12686,"Franklin, Benjamin|Associated Screen News Limited"
12687,"Franklin, Benjamin|Associated Screen News Limited"
12688,"Franklin, Benjamin|Associated Screen News Limited"
12689,Associated Screen News Limited
12690,"Franklin, Benjamin|Associated Screen News Limited"
12691,"Franklin, Benjamin|Associated Screen News Limited"
12692,"Franklin, Benjamin|Associated Screen News Limited"
12693,"Franklin, Benjamin|Associated Screen News Limited"
12694,"Franklin, Benjamin|Associated Screen News Limited"
12695,Associated Screen News Limited
12696,"Franklin, Benjamin|Associated Screen News Limited"
12697,"Franklin, Benjamin|Associated Screen News Limited"
12698,"Franklin, Benjamin|Associated Screen News Limited"
12699,"Franklin, Benjamin|Associated Screen News Limited"
12700,"Franklin, Benjamin|Associated Screen News Limited"
12701,"Franklin, Benjamin|Associated Screen News Limited"
12702,"Franklin, Benjamin|Associated Screen News Limited"
12703,"Franklin, Benjamin|Associated Screen News Limited"
12704,"Franklin, Benjamin|Associated Screen News Limited"
12705,"Franklin, Benjamin|Associated Screen News Limited"
12706,"Franklin, Benjamin|Associated Screen News Limited"
12707,"Franklin, Benjamin|Associated Screen News Limited"
12708,"Franklin, Benjamin|Associated Screen News Limited"
12709,"Franklin, Benjamin|Associated Screen News Limited"
12710,"Franklin, Benjamin|Associated Screen News Limited"
12711,"Franklin, Benjamin|Associated Screen News Limited"
12712,Associated Screen News Limited
12713,"Franklin, Benjamin|Associated Screen News Limited"
12714,"Franklin, Benjamin|Associated Screen News Limited"
12719,"Franklin, Benjamin|Associated Screen News Limited"
12720,"Franklin, Benjamin|Associated Screen News Limited"
12721,"Franklin, Benjamin|Associated Screen News Limited"
12722,"Franklin, Benjamin|Associated Screen News Limited"
12723,"Franklin, Benjamin|Associated Screen News Limited"
12725,"Franklin, Benjamin|Associated Screen News Limited"
12726,"Franklin, Benjamin|Associated Screen News Limited"
12727,"Franklin, Benjamin|Associated Screen News Limited"
12728,"Franklin, Benjamin|Associated Screen News Limited"
12729,"Franklin, Benjamin|Associated Screen News Limited"
12730,"Franklin, Benjamin|Associated Screen News Limited"
12731,"Franklin, Benjamin|Associated Screen News Limited"
12732,"Franklin, Benjamin|Associated Screen News Limited"
12733,"Franklin, Benjamin|Associated Screen News Limited"
12734,"Franklin, Benjamin|Associated Screen News Limited"
12735,"Franklin, Benjamin|Associated Screen News Limited"
12736,"Franklin, Benjamin|Associated Screen News Limited"
12737,"Franklin, Benjamin|Associated Screen News Limited"
12738,"Franklin, Benjamin|Associated Screen News Limited"
12739,"Franklin, Benjamin|Associated Screen News Limited"
12740,"Franklin, Benjamin|Associated Screen News Limited"
12741,"Franklin, Benjamin|Associated Screen News Limited"
12742,"Franklin, Benjamin|Associated Screen News Limited"
12743,"Franklin, Benjamin|Associated Screen News Limited"
12744,"Franklin, Benjamin|Associated Screen News Limited"
12745,"Franklin, Benjamin|Associated Screen News Limited"
12746,"Franklin, Benjamin|Associated Screen News Limited"
12747,"Franklin, Benjamin|Associated Screen News Limited"
12748,"Franklin, Benjamin|Associated Screen News Limited"
12751,"Franklin, Benjamin|Associated Screen News Limited"
12752,"Franklin, Benjamin|Associated Screen News Limited"
12753,"Franklin, Benjamin|Associated Screen News Limited"
12754,"Franklin, Benjamin|Associated Screen News Limited"
12755,"Franklin, Benjamin|Associated Screen News Limited"
12834,[unknown]
12835,"Murchie, Archibald"
12836,[unknown]
12927,Canadian Pacific Steamships Ocean Services Limited
12928,Canadian Pacific Steamships Ocean Services Limited
12929,Canadian Pacific Steamships Ocean Services Limited
12930,Canadian Pacific Steamships Ocean Services Limited
12968,Chinese Student's Association
12969,British Columbia. Justice of the Peace.
12970,"Urquhart, H.A."
13010,Chinese Student's Association
13011,Chinese Student's Association
13012,Chinese Student's Association
13053,Chinese Nationalist League of Canada
13054,"Yip, Gim"
13055,British Columbia. Legislative Assembly
13056,British Columbia. Legislative Assembly
13057,British Columbia. Legislative Assembly
13058,British Columbia. Legislative Assembly
13059,"Dick, Archibald."
13060,British Columbia. Legislative Assembly
13061,British Columbia. Legislative Assembly
12756,"Franklin, Benjamin|Associated Screen News Limited"
12757,"Franklin, Benjamin|Associated Screen News Limited"
12758,Associated Screen News Limited
12759,"Franklin, Benjamin|Associated Screen News Limited"
12760,"Franklin, Benjamin|Associated Screen News Limited"
12761,"Franklin, Benjamin|Associated Screen News Limited"
12762,"Franklin, Benjamin|Associated Screen News Limited"
12763,"Franklin, Benjamin|Associated Screen News Limited"
12764,"Franklin, Benjamin|Associated Screen News Limited"
12765,"Franklin, Benjamin|Associated Screen News Limited"
12766,"Franklin, Benjamin|Associated Screen News Limited"
12767,"Franklin, Benjamin|Associated Screen News Limited"
12768,"Franklin, Benjamin|Associated Screen News Limited"
12769,"Franklin, Benjamin|Associated Screen News Limited"
12770,"Franklin, Benjamin|Associated Screen News Limited"
12771,"Franklin, Benjamin|Associated Screen News Limited"
12772,"Franklin, Benjamin|Associated Screen News Limited"
12773,"Franklin, Benjamin|Associated Screen News Limited"
12774,"Franklin, Benjamin|Associated Screen News Limited"
12775,"Franklin, Benjamin|Associated Screen News Limited"
12776,"Franklin, Benjamin|Associated Screen News Limited"
12777,"Franklin, Benjamin|Associated Screen News Limited"
12778,"Franklin, Benjamin|Associated Screen News Limited"
12779,"Franklin, Benjamin|Associated Screen News Limited"
12780,"Franklin, Benjamin|Associated Screen News Limited"
12781,"Franklin, Benjamin|Associated Screen News Limited"
12782,"Franklin, Benjamin|Associated Screen News Limited"
12783,"Franklin, Benjamin|Associated Screen News Limited"
12784,"Franklin, Benjamin|Associated Screen News Limited"
12785,"Franklin, Benjamin|Associated Screen News Limited"
12786,"Franklin, Benjamin|Associated Screen News Limited"
12787,[unknown]
12788,[unknown]
12789,"Franklin, Benjamin|Associated Screen News Limited"
12790,"Robinson, Captain Samuel"
12791,"Robinson, Captain Samuel"
12792,"Robinson, Captain Samuel"
12793,Wolfe Photo
12794,Cumming Brothers
12795,"Maynard, R."
12796,"Timms, Philip Thomas"
12797,"Timms, Philip Thomas"
12798,[Hudson ?]
12799,"Timms, Philip Thomas"
12800,"Knight, H.U."
12801,"Knight, H.U."
12802,[unknown]
12803,Yucho Chow Studio
12804,"Finley, W.B."
12805,Imperial Art Studio
12806,[unknown]
12807,[unknown]
12808,[unknown]
12809,[unknown]
12810,[unknown]
12811,[unknown]
12812,"Chapman, J. Howard A."
12813,[unknown]
12814,[unknown]
12815,Jen Jen Studio
12816,"Timms, Philip Thomas"
12817,Gowen Sutton Company
12818,[unknown]
12819,[unknown]
12820,"Wand, Cecil B."
12821,"Wand, Cecil B."
12822,"Lee, Bo Hong"
12823,"Ko, C.Y."
12824,[unknown]
12825,"Wand, Cecil B."
12826,"Notman, William"
12827,"Topley, William James"
12828,"Topley, William James"
12829,"Topley, William James"
12830,"Topley, William James"
12831,Bradley & Rulofson
12832,"Horetzky, Charles"
12833,[unknown]
12837,[unknown]
12838,[unknown]
12839,"Forde, John"
12840,"Cooke, J.F."
12841,[unknown]
12842,"Lowe, Skene"
12843,Wadds Brothers
12844,King Studio
12845,King Studio
12846,"Wand, Cecil B."
12847,"Kopas, Clifford R."
12848,[unknown]
12849,[unknown]
12850,[unknown]
12851,Kennedy Photographer
12852,[unknown]
12853,[unknown]
12854,"MacMunn, Charles"
12855,"MacMunn, Charles"
12856,"MacMunn, Charles"
12857,"MacMunn, Charles"
12858,"MacMunn, Charles"
12859,R.H. Trueman & Co.
12860,R.H. Trueman & Co.
12861,Canadian Pacific Railway Company
12862,Canadian Pacific Railway Company
12863,Canadian Pacific Railway Company
12864,Canadian Pacific Railway Company
12865,[unknown]
12866,[unknown]
12867,[unknown]
12868,[unknown]
12869,[unknown]
12870,[unknown]
12871,[unknown]
12872,[unknown]
12873,[unknown]
12874,[unknown]
12875,[unknown]
12876,[unknown]
12877,[unknown]
12878,[unknown]
12879,[unknown]
12881,Unknown
12882,"Pollard, Harry"
12883,"Pollard, Harry"
12884,"Pollard, Harry"
12885,Canadian Pacific Steamships Ocean Services Limited
12886,Bedford Lemere and Co. architectural photographers
12887,"Wand, Cecil B."
12888,nan
12889,nan
12890,nan
12891,nan
12892,Canadian Pacific Railway Company|Canadian Pacific Steamship Company
12893,Canadian Pacific Railway Company
12894,"Chung, Wallace B."
12895,"Kinney, Katherine Olivia"
12896,Canadian Pacific Railway Company. British Columbia Coast Steamship Service
12897,Canadian Pacific Railway Company
12898,Canadian Pacific Railway Company
12899,Canadian Pacific Railway Company
12900,Canadian Pacific Railway Company
12901,Canadian Pacific Railway Company
12902,Canadian Pacific Railway Company
12903,Canadian Pacific Railway Company
12904,Canadian Pacific Railway Company
12905,Canadian Pacific Steamships Ocean Services Limited
12906,Canadian Pacific Railway Company
12907,Canadian Pacific Railway Company
12908,Canadian Pacific Railway Company
12909,Canadian Pacific Railway Company
12910,Canadian Pacific Railway Company
12911,Canadian Pacific Railway Company
12912,Canadian Pacific Railway Company
12913,Canadian Pacific Steamships Ocean Services Limited
12914,Canadian Pacific Steamships Ocean Services Limited
12915,Canadian Pacific Railway Company
12916,Canadian Pacific Railway Company
12917,Canadian Pacific Railway Company
12918,Canadian Pacific Railway Company
12919,Canadian Pacific Railway Company
12920,Canadian Pacific Railway Company
12921,Canadian Pacific Railway Company
12922,Canadian Pacific Railway Company
12923,Canadian Pacific Railway Company
12924,Canadian Pacific Railway Company
12925,Canadian Pacific Steamships Ocean Services Limited
12926,Canadian Pacific Steamships Ocean Services Limited
12931,Canadian Pacific Steamships Ocean Services Limited
12932,Canadian Pacific Steamships Ocean Services Limited
12933,[unknown]
12934,[unknown]
12935,[unknown]
12936,[unknown]
12937,[unknown]
12938,[unknown]
12939,Missionary Society Church of England in Canada
12940,White Canada Crusade
12941,White Canada Crusade
12942,White Canada Crusade
12943,White Canada Crusade
12944,Mrs. Pearson's Blue Bird Inn
12945,[unknown]
12946,Chinese United Growers' Association
12947,Chinese United Growers' Association
12948,Banfield Black & Banfield Ltd.
12949,[unknown]
12950,[unknown]
12951,[unknown]
12952,British Columbia Coast Vegetable Marketing Board
12953,[unknown]
12954,[unknown]
12955,[unknown]
12956,"Pratt, F.D."
12957,[unknown]
12958,Chinese Produce Peddlers' Association
12959,Chinese Produce Peddlers' Association
12960,Chinese Produce Peddlers' Association
12961,Chinese Produce Peddlers' Association
12962,"Yip, Quene"
12963,[unknown]
12964,Chinese Peddlers' Association of Vancouver
12965,Yip Sang Company
12966,[unknown]
12967,British Columbia. Justice of the Peace.
12971,"Urquhart, H.A."
12972,"Urquhart, H.A."
12973,"Yip, Quene"
12974,Chinese Produce Peddlers' Association
12975,"Keefer, G.A."
12976,[unknown]
12977,"Sing, Sam"
12978,"Lee, Joe"
12979,[unknown]
12980,"Millard, C."
12981,"King, William Lyon Mackenzie"
12982,[unknown]
12983,[unknown]
12984,[unknown]
12985,[unknown]
12986,[unknown]
12987,[unknown]
12988,[unknown]
12989,British Columbia. Vancouver Magistrate.
12990,"Ekman, Elmer"
12991,British Columbia. New Westminster Magistrate.
12992,"Yip, Victoria|Fong, Roy"
12993,"Yip, Quene"
12994,"Kan, Thomas|Mon Fa Printers"
12995,"Kan, Thomas|Mon Fa Printers"
12996,"McGreer, G.G."
12997,Mayor's Office of Vancouver
12998,"McGreer, G.G."
12999,[unknown]
13000,[unknown]
13001,Chinese District Jubilee Queen Committee
13002,Chinese Jubilee Trust Fund
13003,[unknown]
13004,"Yip, Quene"
13005,Vancouver Centre Conservative Association
13006,Chinese Tennis Club
13007,"Neilsen, Hedlay"
13008,[unknown]
13009,[unknown]
13013,Chinese Public School in Victoria
13014,"Chinese Youth Association of Victoria, B.C."
13015,Chinese Public School in Victoria
13016,"Don, Wong"
13017,"British Columbia. Office of Registrar, Births, Deaths, and Marraiges."
13018,United States Public Health Service
13019,"Xu, Chang Cai"
13020,Kam Yen Jan Co. Ltd.
13021,"Lie, Jan"
13022,"Chee, Kang Jong"
13023,Young China Association
13024,"Yipp, Fred"
13025,"Kwong, On Wo"
13026,"Wright, R.A.|New Republic"
13027,Canadian Pacific Telegraph
13028,Yee Lun Co.
13029,Huatai Co.
13030,Yee Lun Co.
13031,Yee Lun Co.
13032,"Wiley, Alice Ann"
13033,Plum Blossom
13034,Wo Fat & Co.
13035,"Wong, Wa Yew"
13036,Wing Sang Lung and Company
13037,Golden Dragon (Restaurant)
13038,Sun Peking Chinese Chop Suey House
13039,Mandarin Garden Cabaret
13040,W.K. Gardens
13041,Lin Shing Co.
13042,Yee Lun Ark Kee Limited
13043,Yee Lun Ark Kee Limited
13044,Yee Lun Ark Kee Limited
13045,Yee Lun Ark Kee Limited
13046,Yee Lun Ark Kee Limited
13047,Kwong Man Sang Co.
13048,Chinese Nationalist League of Canada
13049,"Chinese Nationalist League of Canada|Lee, Kepment"
13050,Chinese Nationalist League of Canada
13051,"Lee, Kee"
13052,Chinese Nationalist League of Canada
13062,British Columbia. Legislative Assembly
13063,British Columbia. Legislative Assembly
13064,British Columbia. Legislative Assembly
13065,British Columbia. Legislative Assembly
13066,British Columbia. Legislative Assembly
13067,British Columbia. Legislative Assembly
13068,British Columbia. Legislative Assembly
13069,British Columbia. Legislative Assembly
13070,British Columbia. Legislative Assembly
13071,British Columbia. Legislative Assembly
13072,British Columbia. Legislative Assembly
13073,Canada
13074,"Johnson, W.H."
13075,"Johnson, W.H."
13076,City of North Vancouver
13077,Chinese Public School in Vancouver
13078,Chinese Public School in Vancouver
13079,Wing Sang Company
13080,New Westminster Chinese Patriotic Society
13081,"Chinese Benevolent Association (Vancouver, B.C.)"
13082,Hong Kong Wong Clan Association
13083,[unknown]
13084,Chinese Canadian Club
13085,"Chinese Benevolent Association (Vancouver, B.C.)"
13086,[unknown]
13087,[unknown]
13088,"Tsun, Shui"
13089,"Chinese Benevolent Association (Vancouver, B.C.)"
13090,"Hong, Hing So|British Columbia Packers Association"
13091,"Wong, Bing|British Columbia Packers Association"
13092,"Wong, Bing|British Columbia Packers Association"
13093,"Wong, Bing|British Columbia Packers Association"
13094,"Sung, Quong|Sung, Yick|Anglo-British Columbia Packing Company"
13095,"Chung, Nye|British Columbia Packers Association"
13096,"Chung, Nye|British Columbia Packers Association"
13097,"Wong, Bing|British Columbia Packers Association"
13098,"Sung, Quong|Sung, Yick|Anglo-British Columbia Packing Company"
13099,"Sung, Yick|Sung, Ham|Anglo-British Columbia Packing Company"
13100,"Chung, Nye|British Columbia Fishing & Packing Co., Ltd."
13101,"Sung, Quong|Sung, Ham|Anglo-British Columbia Packing Company"
13102,"Sung, Quong|Sung, Yick|Anglo-British Columbia Packing Company"
13103,"Yip, Quene"
13104,"Thomas, C."
13217,Yip Sang Company
13218,Yip Sang Company
13219,Yip Sang Company
13494,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13495,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13496,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13497,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13614,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13615,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13616,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13617,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13654,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13655,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13656,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13657,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13773,Cheekungtong (Chinese Freemasons)
13774,Cheekungtong (Chinese Freemasons)
13775,Cheekungtong (Chinese Freemasons)
13776,Cheekungtong (Chinese Freemasons)
13817,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13818,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13819,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13820,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13897,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13898,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13899,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13900,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13105,Union Steamships Limited
13106,Canada
13107,Canadian Fishing Company
13108,The Western Canada Wholesale Co. Ltd.
13109,Suey Sang Chong Co.
13110,Wong Chong and Company
13111,Sun Chung Wah Company
13112,Ying Chong Lung Company
13113,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13114,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13115,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13116,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13117,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13118,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13119,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13120,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13121,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13122,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13123,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13124,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13125,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13126,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13127,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13128,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13129,Canadian Pacific Railway Company
13130,Canadian Pacific Railway Company
13131,Canadian Pacific Hotels
13132,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13133,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13134,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13135,Yip Sang Company|Canadian Pacific Steamships Ocean Services Limited
13136,W.K. Oriental Gardens
13137,Rickshaw Chinese Food
13138,Keefer Florist Company
13139,British Columbia. Mining Recorder.
13140,"Chinese Benevolent Association (Vancouver, B.C.)"
13141,United Church of Canada. Woman's Missionary Society
13142,British Columbia Packers Association
13143,Grandview United Young People's Society
13144,[unknown]
13145,Province of British Columbia
13146,Government of Canada
13147,Government of Canada
13148,"Government of Canada|Chung, Wallace B."
13149,"Government of Canada|Chung, Wallace B."
13150,British Columbia Heritage Trust|Chinatown Historic Area Planning Committee
13151,Chinese Cultural Centre of Vancouver
13152,"New Summits College|Chung, Wallace B."
13153,[unknown]
13154,"Chinese Canadian Heritage Fund|Chung, Wallace B."
13155,Province (Newspaper)
13156,"Welldon, Christine"
13157,[unknown]
13158,"Poon, Joanne Mei-Chu"
13159,Chinese Cultural Centre of Vancouver
13160,[unknown]
13161,"Chinese Cultural Centre of Vancouver|Chung, Wallace B."
13162,Asia Pacific Foundation of Canada|Province of British Columbia
13163,[unknown]
13164,Vancouver (Magazine)
13165,True Light Chinese School
13166,"Asia Pacific Foundation of Canada|Lam, David|Chung, Wallace B."
13167,"Hing, S. Y."
13168,Crystal Bakery
