,0
1669,"Jue, Frank"
1147,Canadian Pacific Limited
1148,CP Hotels
1149,Canadian Pacific Air Lines
1150,Canadian Pacific Air Lines
1151,Canadian Pacific Air Lines
1152,Canadian Pacific Air Lines
1153,Canadian Pacific Air Lines
1154,Canadian Pacific Air Lines
1155,Canadian Pacific Air Lines
1156,Canadian Pacific Air Lines
1157,Canadian Pacific Air Lines
1158,Dominion Express Company|Canadian Pacific Railway Company
1159,Cranbrook Railway Museum
1160,Vancouver Antiquarian Book Club
1161,Glenbow-Alberta Institute. Glenbow Museum
1162,Canadian Pacific Hotels
1163,Vancouver Antiquarian Book Club
1164,[unknown]
1165,"King, Cecil"
1166,"Couillard, Roger"
1167,Canadian Pacific Railway Company
1168,Canadian Pacific Limited
1169,CP Bygones
1170,CP Bygones
1171,Canadian Pacific Railway Company
1172,Canadian Pacific Railway Company
1173,Canadian Pacific Railway Company
1174,National Museum of Science and Technology
1175,National Museum of Science and Technology
1176,"Pansing, Fred"
1177,Canadian Pacific Railway Company
1178,Canadian Pacific Railway Company
1179,CP Air
1180,CP Air
1181,CP Air
1182,CP Air
1183,CP Air
1184,CP Air
1185,CP Air
1186,CP Air
1187,CP Air
1188,CP Air
1189,CP Air
1190,CP Air
1191,CP Air
1192,CP Air
1193,Canadian Pacific Air Lines
1194,Canadian Pacific Air Lines
1195,Canadian Pacific Air Lines
1196,Canadian Pacific Air Lines
1197,Canadian Pacific Air Lines
1198,Canadian Pacific Air Lines
1199,Canadian Pacific Air Lines
1200,Canadian Pacific Air Lines
1201,Canadian Pacific Air Lines
1202,Canadian Pacific Air Lines
1203,Canadian Pacific Air Lines
1204,Canadian Pacific Air Lines
1205,Canadian Pacific Air Lines
1206,Canadian Pacific Air Lines
1207,Canadian Pacific Air Lines
1208,Hong Kong Tourist Association|Canadian Pacific Air Lines
1209,CP Air
1210,CP Air
1211,CP Air
1212,CP Air
1213,CP Air
1214,Canadian Pacific Limited
1215,"MacDonell, Roderick Andrew"
1216,"Richardson, Carrie Ingels"
1217,Fort William. Office of the Resident Engineer
1218,Canadian Pacific Railway Company
1219,Canadian Pacific Railway Company. British Columbia Coast Steamship Service
1220,Canadian Pacific Railway Company. British Columbia Coast Steamship Service
1221,Canadian Pacific Railway Company. British Columbia Coast Steamship Service
1222,nan
1223,"Canadian Pacific Railway Company|Morris, J."
1224,[unknown]
1225,Canadian Pacific Railway Company
1226,Canada. Department of Railways and Canals
1227,Canadian Pacific Steamships Ocean Services Limited
1228,"Stanford, Edward"
1229,Scottish Immigrant Aid Society
1230,nan
1231,"Valentine, J.S."
1232,"Leighton, Alfred Crocker"
1233,[unknown]
1234,"Rosenvinge, Odin"
1235,"Ewart, Peter"
1236,"Ewart, Peter"
1237,"Ewart, Peter"
1238,[unknown]
1239,[unknown]
1240,[unknown]
1241,"McKell, James"
1242,[unknown]
1243,"Richmond, Leonard"
1244,"Leighton, Alfred Crocker"
1245,[unknown]
1246,[unknown]
1247,[unknown]
1248,[unknown]
1249,"Ewart, Peter"
1250,"Holling, R."
1251,Canadian Pacific Railway Company
1252,Canadian Pacific Railway Company
1253,"Leighton, Alfred Crocker"
1254,Canadian Pacific Railway Company
1255,Canadian Pacific Steamships Ocean Services Limited
1258,Canadian Pacific Steamships Ocean Services Limited
1262,"Ewart, Peter"
1263,"Leighton, Alfred Crocker"
1264,[unknown]
1265,Canadian Pacific Railway Company
1266,[unknown]
1267,[unknown]
1268,[unknown]
1269,[unknown]
1270,[unknown]
1271,[unknown]
1272,[unknown]
1273,[unknown]
1274,[unknown]
1275,[unknown]
1276,[unknown]
1277,[unknown]
1278,[unknown]
1279,[unknown]
1280,[unknown]
1281,[unknown]
1282,[unknown]
1283,[unknown]
1284,[unknown]
1285,[unknown]
1286,[unknown]
1287,[unknown]
1288,[unknown]
1289,[unknown]
1290,[unknown]
1291,[unknown]
1292,[unknown]
1293,[unknown]
1294,[unknown]
1295,[unknown]
1296,[unknown]
1297,[unknown]
1298,[unknown]
1299,[unknown]
1300,[unknown]
1301,Rosetti Studios
1302,[unknown]
1303,[unknown]
1304,[unknown]
1305,[unknown]
1306,"Wand, Cecil B."
1307,[unknown]
1308,Campbell's Art Gallery
1309,[unknown]
1313,"Wand, Cecil B."
1314,[unknown]
1315,[unknown]
1316,[unknown]
1317,[unknown]
1318,[unknown]
1319,[unknown]
1320,[unknown]
1321,"Wand, Cecil B."
1322,"Thompson, Stephen Joseph"
1323,"Rose, H.M."
1324,"Rose, H.M."
1325,Kodak Canada Inc.
1326,Natural color productions
1327,Natural color productions
1328,Natural color productions
1329,"Timms, Philip Thomas"
1330,[unknown]
1331,[unknown]
1332,[unknown]
1333,[unknown]
1334,[unknown]
1335,[unknown]
1336,"Reilly, J.J."
1337,[unknown]
1338,"Schramm, Mathieu"
1339,"Knight, Geo H."
1340,[unknown]
1341,[unknown]
1342,[unknown]
1343,Misses Mudge
1344,Metcalf
1345,[unknown]
1346,[unknown]
1347,[unknown]
1348,"Beals, Henry Sherman"
1349,[unknown]
1350,[unknown]
1351,[unknown]
1352,[unknown]
1353,[unknown]
1354,[unknown]
1355,[unknown]
1356,[unknown]
1357,[unknown]
1358,[unknown]
1359,[unknown]
1360,C. Bannister Limited
1361,"Gold, Wilmer H."
1362,[unknown]
1363,"Baxter, J.H."
1364,Yucho Chow Studio
1365,"Jue, Frank"
1366,"Jue, Frank"
1367,"Jue, Frank"
1368,"Jue, Frank"
1369,"Jue, Frank"
1370,"Jue, Frank"
1371,"Jue, Frank"
1372,"Jue, Frank"
1373,"Jue, Frank"
1374,"Jue, Frank"
1375,"Jue, Frank"
1376,"Jue, Frank"
1377,"Jue, Frank"
1378,"Jue, Frank"
1379,"Jue, Frank"
1380,"Jue, Frank"
1381,"Jue, Frank"
1382,"Jue, Frank"
1383,"Jue, Frank"
1384,"Jue, Frank"
1385,"Jue, Frank"
1386,[unknown]
1387,[unknown]
1388,[unknown]
1389,[unknown]
1390,[unknown]
1391,[unknown]
1392,[unknown]
1393,[unknown]
1394,[unknown]
1395,[unknown]
1396,[unknown]
1397,[unknown]
1398,[unknown]
1399,[unknown]
1400,[unknown]
1401,[unknown]
1402,[unknown]
1403,Topical Press Agency
1404,[unknown]
1405,Topical Press Agency
1406,[unknown]
1407,"Watkins, Carleton"
1408,"Spooner, J. Pitcher"
1409,Thomas Houseworth & Co.
1410,"Watkins, Carleton"
1411,"Muybridge, Eadweard"
1412,[unknown]
1413,[unknown]
1414,"Kilburn, Benjamin West"
1415,[unknown]
1416,[unknown]
1417,[unknown]
1418,[unknown]
1419,"Hart, Alfred A."
1420,[unknown]
1421,[unknown]
1422,[unknown]
1423,[unknown]
1424,[unknown]
1425,[unknown]
1426,[unknown]
1427,[unknown]
1428,[unknown]
1429,[unknown]
1430,[unknown]
1431,[unknown]
1432,[unknown]
1433,[unknown]
1434,[unknown]
1435,"Slevin, L."
1436,[unknown]
1437,[unknown]
1438,[unknown]
1439,[unknown]
1440,[unknown]
1441,[unknown]
1442,"Piltz, Stanley A."
1443,[unknown]
1444,"Piltz, Stanley A."
1445,[unknown]
1446,"Lee, Jake"
1447,"Silbersten, Mervyn D."
1448,"Silbersten, Mervyn D."
1449,"Weidner, Charles"
1450,"Weidner, Charles"
1451,"Piltz, Stanley A."
1452,[unknown]
1453,[unknown]
1454,[unknown]
1455,[unknown]
1456,[unknown]
1457,[unknown]
1458,[unknown]
1459,[unknown]
1460,"Sherriff, J.A."
1464,[unknown]
1465,"Bohm, Charles"
1466,[unknown]
1467,[unknown]
1468,[unknown]
1469,[unknown]
1470,[unknown]
1471,[unknown]
1472,[unknown]
1473,Hodson
1474,[unknown]
1475,[unknown]
1476,[unknown]
1477,[unknown]
1478,[unknown]
1479,[unknown]
1480,[unknown]
1481,"Hamacher, Ephraim J."
1482,"Hamacher, Ephraim J."
1483,[unknown]
1484,[unknown]
1485,[unknown]
1486,"Kilburn, Benjamin West"
1487,Granada Studio
1488,[unknown]
1489,[unknown]
1490,[unknown]
1491,[unknown]
1492,[unknown]
1493,[unknown]
1494,Baoguang Photography
1495,Pokwong
1496,[unknown]
1497,[unknown]
1498,[unknown]
1499,Campbell Studio
1500,Wand Studio
1501,Ying Ming Studio
1502,[unknown]
1503,Krass studio
1504,Bauzong Studio
1505,"Wand, Cecil B."
1506,"Wand, Cecil B."
1507,[unknown]
1508,[unknown]
1509,[unknown]
1510,[unknown]
1511,"White, J."
1512,Bailey Brothers Company
1513,Chevrons studio
1514,"Timms, Philip Thomas"
1515,Yucho Chow Studio
1516,Yucho Chow Studio
1517,[unknown]
1518,"Timms, Philip Thomas"
1519,[unknown]
1520,[unknown]
1521,[unknown]
1522,[unknown]
1523,"Wand, Cecil B."
1524,White Studio
1525,White Studio
1526,"Savard, A."
1527,Loo Shaw Studio
1528,[unknown]
1529,Alma Photographic Studio
1530,[unknown]
1531,[unknown]
1532,[unknown]
1533,[unknown]
1534,[unknown]
1535,[unknown]
1536,Wand Studio
1537,"Wai, W.H."
1538,"Wai, W.H."
1539,Carleton Photo
1540,Carleton Photo
1541,Wadds Brothers
1542,Wadds Brothers
1543,[unknown]
1544,Bailey Brothers Company
1545,"Ward, H.D."
1546,[unknown]
1547,[unknown]
1548,[unknown]
1549,"Davidson, I.G."
1550,[unknown]
1551,[unknown]
1552,[unknown]
1553,"Palmer, Alfred T."
1554,[unknown]
1555,"Bates, Philip S."
1556,[unknown]
1557,[unknown]
1558,[unknown]
1559,[unknown]
1560,[unknown]
1561,[unknown]
1562,"Washburn, W.W."
1563,[unknown]
1564,[unknown]
1565,"Nelson, C. A."
1566,[unknown]
1567,"Haynes, Frank Jay"
1568,"Fong, Get"
1569,Brown
1570,Brown
1571,Brown
1572,Brown
1573,[unknown]
1574,Johnson Studio
1575,Johnson Studio
1576,Johnson Studio
1577,[unknown]
1578,White Studio
1579,"Tichner, J."
1580,"Tichner, J."
1581,Weston Studio
1582,[unknown]
1583,[unknown]
1584,[unknown]
1585,[unknown]
1586,[unknown]
1587,[unknown]
1588,[unknown]
1589,[unknown]
1590,[unknown]
1591,[unknown]
1594,"Chung, Wallace B."
1595,[unknown]
1596,"Butler, E.P."
1597,"Butler, E.P."
1598,May's Photo
1599,"McAlpin, Arthur B. and Lamb, Charles"
1600,Wolfe Photo
1601,Sloan
1602,[unknown]
1603,Yucho Chow Studio
1604,Yucho Chow Studio
1605,Yucho Chow Studio
1606,"Wand, Cecil B."
1607,Yucho Chow Studio
1608,Yucho Chow Studio
1609,Yucho Chow Studio
1610,[unknown]
1611,Wand Studio
1612,Sai Wo Studio
1613,Yucho Chow Studio
1614,nan
1623,[unknown]
1624,"Timms, Philip Thomas"
1625,nan
1626,nan
1627,"Wand, Cecil B."
1628,"Hong, L.B."
1629,Yucho Chow Studio
1630,"Hong, L.B."
1631,"Hong, L.B."
1632,Wand Studio
1633,"Hong, L.B."
1634,"Hong, L.B."
1635,Wand Studio
1636,nan
1637,[unknown]
1638,[unknown]
1639,[unknown]
1640,[unknown]
1641,[unknown]
1642,[unknown]
1643,[unknown]
1644,[unknown]
1645,[unknown]
1646,[unknown]
1647,[unknown]
1648,[unknown]
1649,[unknown]
1650,[unknown]
1651,[unknown]
1652,[unknown]
1653,[unknown]
1654,[unknown]
1655,[unknown]
1656,[unknown]
1657,Campbell Studio
1658,Campbell Studio
1659,Campbell Studio
1660,Campbell Studio
1661,"Jue, Frank"
1670,"Jue, Frank"
1671,"Jue, Frank"
1672,"Jue, Frank"
1673,"Jue, Frank"
1674,"Jue, Frank"
1675,"Jue, Frank"
1676,"Jue, Frank"
1677,"Jue, Frank"
1678,"Jue, Frank"
1679,"Jue, Frank"
1680,"Jue, Frank"
1681,"Jue, Frank"
1682,"Jue, Frank"
1683,"Jue, Frank"
1684,"Jue, Frank"
1685,"Jue, Frank"
1686,"Jue, Frank"
1687,"Jue, Frank"
1688,"Jue, Frank"
1689,[unknown]
1690,[unknown]
1691,[unknown]
1692,Wong B. Kwai Studio
1693,[unknown]
1694,Wong B. Kwai Studio
1695,"Wand, Cecil B."
1696,Yucho Chow Studio
1697,[unknown]
1698,"Hong, L.B."
1699,[unknown]
1700,[unknown]
1701,[unknown]
1702,W. H. Wills Studio
1703,[unknown]
1704,Yucho Chow Studio
1705,"Wand, Cecil B."
1706,[unknown]
1707,[unknown]
1708,[unknown]
1709,Yucho Chow Studio
1710,[unknown]
1711,[unknown]
1712,Yucho Chow Studio
1713,[unknown]
1714,Story Photo Company
1715,Yucho Chow Studio
1716,[unknown]
1717,"Lowe, Skene"
1718,[unknown]
1719,[unknown]
1720,Yucho Chow Studio
1721,Yucho Chow Studio
1722,Bidwell Studio
1723,[unknown]
1724,[unknown]
1725,[unknown]
1726,"Rutter, Thomas H."
1727,"Sun, L.H."
1728,"Taylor, J.M."
1729,Brown
1730,[unknown]
1731,[unknown]
1732,[unknown]
1733,May's Studio
1734,May's Studio
1735,[unknown]
1736,[unknown]
1737,[unknown]
1738,[unknown]
1739,[unknown]
1740,[unknown]
1741,[unknown]
1742,[unknown]
1743,"David, Kitty"
1744,"David, Kitty"
1745,"David, Kitty"
1746,"David, Kitty"
1747,"David, Kitty"
1748,"David, Kitty"
1749,"David, Kitty"
1750,"David, Kitty"
1751,"David, Kitty"
1752,"David, Kitty"
1753,"David, Kitty"
1754,"David, Kitty"
1755,"David, Kitty"
1756,"David, Kitty"
1757,"David, Kitty"
1758,"David, Kitty"
1759,"David, Kitty"
1760,"David, Kitty"
1761,"David, Kitty"
1762,"David, Kitty"
1763,"David, Kitty"
1764,"David, Kitty"
1765,"David, Kitty"
1766,"David, Kitty"
1767,"David, Kitty"
1768,"David, Kitty"
1769,"David, Kitty"
1770,"David, Kitty"
1771,"David, Kitty"
1806,"David, Kitty"
1807,"David, Kitty"
1808,"David, Kitty"
2100,"Jue, Frank"
2101,"Jue, Frank"
2102,"Jue, Frank"
2103,"Jue, Frank"
2254,"Jue, Frank"
2255,"Jue, Frank"
2256,"Jue, Frank"
2257,"Jue, Frank"
2308,"Jue, Frank"
2309,"Jue, Frank"
2310,"Jue, Frank"
2520,"Jue, Frank"
2521,"Jue, Frank"
2522,"Jue, Frank"
2523,"Jue, Frank"
2785,[unknown]
2786,[unknown]
2787,[unknown]
2788,[unknown]
2789,[unknown]
2790,[unknown]
2791,[unknown]
1772,"David, Kitty"
1773,"David, Kitty"
1774,"David, Kitty"
1775,"David, Kitty"
1776,"David, Kitty"
1777,"David, Kitty"
1778,"David, Kitty"
1779,"David, Kitty"
1780,"David, Kitty"
1781,"David, Kitty"
1782,"David, Kitty"
1783,"David, Kitty"
1784,"David, Kitty"
1785,"David, Kitty"
1786,"David, Kitty"
1787,"David, Kitty"
1788,"David, Kitty"
1789,"David, Kitty"
1790,"David, Kitty"
1791,"David, Kitty"
1792,"David, Kitty"
1793,"David, Kitty"
1794,"David, Kitty"
1795,"David, Kitty"
1796,"David, Kitty"
1797,"David, Kitty"
1798,"David, Kitty"
1799,"David, Kitty"
1800,"David, Kitty"
1801,"David, Kitty"
1802,"David, Kitty"
1803,"David, Kitty"
1804,"David, Kitty"
1805,"David, Kitty"
1809,"David, Kitty"
1810,"David, Kitty"
1811,"David, Kitty"
1812,"David, Kitty"
1813,"David, Kitty"
1814,"David, Kitty"
1815,"David, Kitty"
1816,"David, Kitty"
1817,"David, Kitty"
1818,"David, Kitty"
1819,"David, Kitty"
1820,"David, Kitty"
1821,"David, Kitty"
1822,"David, Kitty"
1823,"David, Kitty"
1824,"David, Kitty"
1825,"David, Kitty"
1826,"David, Kitty"
1827,"David, Kitty"
1828,"David, Kitty"
1829,"David, Kitty"
1830,"David, Kitty"
1831,"David, Kitty"
1832,"David, Kitty"
1833,"David, Kitty"
1834,"David, Kitty"
1835,"David, Kitty"
1836,"David, Kitty"
1837,"David, Kitty"
1838,"David, Kitty"
1839,"David, Kitty"
1840,"David, Kitty"
1841,"David, Kitty"
1842,"David, Kitty"
1843,"David, Kitty"
1844,"David, Kitty"
1845,"David, Kitty"
1846,"David, Kitty"
1847,"David, Kitty"
1848,"David, Kitty"
1849,"David, Kitty"
1850,"David, Kitty"
1851,"David, Kitty"
1852,"David, Kitty"
1853,"David, Kitty"
1854,"David, Kitty"
1855,"David, Kitty"
1856,"David, Kitty"
1857,"David, Kitty"
1858,"David, Kitty"
1859,"David, Kitty"
1860,"David, Kitty"
1861,"David, Kitty"
1862,"David, Kitty"
1863,"David, Kitty"
1864,"David, Kitty"
1865,"David, Kitty"
1866,"David, Kitty"
1867,"David, Kitty"
1868,"David, Kitty"
1869,"David, Kitty"
1870,"David, Kitty"
1871,"David, Kitty"
1872,"David, Kitty"
1873,"David, Kitty"
1874,"David, Kitty"
1875,"David, Kitty"
1876,"David, Kitty"
1877,"David, Kitty"
1878,"David, Kitty"
1879,"David, Kitty"
1880,"David, Kitty"
1881,"David, Kitty"
1882,"David, Kitty"
1883,"David, Kitty"
1884,"David, Kitty"
1885,"David, Kitty"
1886,"David, Kitty"
1887,"David, Kitty"
1888,"David, Kitty"
1889,"David, Kitty"
1890,"David, Kitty"
1891,"David, Kitty"
1892,"David, Kitty"
1893,"David, Kitty"
1894,"David, Kitty"
1895,"David, Kitty"
1896,"David, Kitty"
1897,"David, Kitty"
1898,"David, Kitty"
1899,"David, Kitty"
1900,"David, Kitty"
1901,"David, Kitty"
1902,"David, Kitty"
1903,"David, Kitty"
1904,"David, Kitty"
1905,"David, Kitty"
1906,"David, Kitty"
1907,"David, Kitty"
1908,"David, Kitty"
1909,"David, Kitty"
1910,"David, Kitty"
1911,"David, Kitty"
1912,"David, Kitty"
1913,"David, Kitty"
1914,"David, Kitty"
1915,"David, Kitty"
1916,"David, Kitty"
1917,"David, Kitty"
1918,"David, Kitty"
1919,"David, Kitty"
1920,"David, Kitty"
1921,"David, Kitty"
1922,"David, Kitty"
1923,"David, Kitty"
1924,"David, Kitty"
1925,"David, Kitty"
1926,"David, Kitty"
